Branch,Division,Group,Item,Qty,Total Amount
Stories Ain El Mreisseh,COLD BAR SECTION,BLENDED BRINKS,MATCHA CREAM FRAPP MEDIUM,1488,381145.95
Stories Ain El Mreisseh,COLD BAR SECTION,BLENDED BRINKS,MATCHA CREAM FRAPP LARGE,287,81321.02
Stories Ain El Mreisseh,COLD BAR SECTION,BLENDED BRINKS,STRAWBERRY CREAM FRAPP SMALL,2086,457062.46
Stories Ain El Mreisseh,COLD BAR SECTION,BLENDED BRINKS,STRAWBERRY CREAM FRAPP MEDIUM,3719,989748.95
Stories Ain El Mreisseh,COLD BAR SECTION,BLENDED BRINKS,STRAWBERRY CREAM FRAPP LARGE,451,129012.31
Stories Ain El Mreisseh,COLD BAR SECTION,BLENDED BRINKS,VANILLA FRAP SMALL,140,30493.09
Stories Ain El Mreisseh,COLD BAR SECTION,BLENDED BRINKS,VANILLA FRAPP MEDIUM,381,96898.5
Stories Ain El Mreisseh,COLD BAR SECTION,BLENDED BRINKS,VANILLA FRAPP LARGE,45,12609.61
Stories Ain El Mreisseh,COLD BAR SECTION,BLENDED BRINKS,HAZELNUT FRAPP SMALL,39,8196.1
Stories Ain El Mreisseh,COLD BAR SECTION,BLENDED BRINKS,HAZELNUT FRAPP MEDIUM,70,17477.48
Stories Ain El Mreisseh,COLD BAR SECTION,BLENDED BRINKS,HAZELNUT FRAPP LARGE,16,4472.97
Stories Ain El Mreisseh,COLD BAR SECTION,BLENDED BRINKS,TOFFEENUT FRAP SMALL,36,8945.05
Stories Ain El Mreisseh,COLD BAR SECTION,BLENDED BRINKS,TOFFEENUT FRAP MEDIUM,74,21229.01
Stories Ain El Mreisseh,COLD BAR SECTION,BLENDED BRINKS,TOFFEENUT CREAM  FRAP SMALL,9,2260.96
Stories Ain El Mreisseh,COLD BAR SECTION,BLENDED BRINKS,TOFFEENUT CREAM  FRAP MEDIUM,30,8615.5
Stories Ain El Mreisseh,COLD BAR SECTION,BLENDED BRINKS,TOFFEENUT CREAM  FRAP LARGE,7,2201.2
Stories Ain El Mreisseh,COLD BAR SECTION,BLENDED BRINKS,TOFFEENUT FRAP LARGE,8,2468.47
Stories Ain El Mreisseh,COLD BAR SECTION,BLENDED BRINKS,SALTED CARAMEL FRAPPE SMALL,267,65094.53
Stories Ain El Mreisseh,COLD BAR SECTION,BLENDED BRINKS,SALTED CARAMEL CREAM FRAPPE SMALL,78,19213.69
Stories Ain El Mreisseh,COLD BAR SECTION,BLENDED BRINKS,SALTED CARAMEL CREAM FRAPPE MEDIUM,240,66897.12
Stories Ain El Mreisseh,COLD BAR SECTION,BLENDED BRINKS,SALTED CARAMEL CREAM FRAPPE LARGE,34,10474.47
Stories Ain El Mreisseh,COLD BAR SECTION,BLENDED BRINKS,SALTED CARAMEL FRAPPE MEDIUM,867,238239.64
Stories Ain El Mreisseh,COLD BAR SECTION,BLENDED BRINKS,SALTED CARAMEL FRAPPE LARGE,115,35162.16
Stories Ain El Mreisseh,COLD BAR SECTION,BLENDED BRINKS,STRAWBERRY SHAKE,7,2312.31
Stories Ain El Mreisseh,COLD BAR SECTION,ICE TEA,ICED PEACH TEA  SMALL,1779,116031.83
Stories Ain El Mreisseh,COLD BAR SECTION,ICE TEA,ICED PEACH TEA  MEDIUM,1590,390385.59
Stories Ain El Mreisseh,COLD BAR SECTION,ICE TEA,ICED LEMON TEA  SMALL,1,210.21
Stories Ain El Mreisseh,COLD BAR SECTION,ICE TEA,ICED LEMON TEA  MEDIUM,3,747.15
Stories Ain El Mreisseh,COLD BAR SECTION,ICE TEA,ICED RASPBERRY TEA  SMALL,2,233.33
Stories Ain El Mreisseh,COLD BAR SECTION,ICE TEA,ICED RASPBERRY TEA  MEDIUM,3,800
Stories Ain El Mreisseh,COLD BAR SECTION,ICE TEA,ICED LEMON TEA LARGE,1,270.27
Stories Ain El Mreisseh,COLD BAR SECTION,ICE TEA,ICED PEACH TEA LARGE,415,114540.54
Stories Ain El Mreisseh,COLD BAR SECTION,ADD SYRUP,ADD CARAMEL SMALL,2743,86679.28
Stories Ain El Mreisseh,COLD BAR SECTION,ADD SYRUP,ADD VANILLA SMALL,2334,73579.88
Stories Ain El Mreisseh,COLD BAR SECTION,ADD SYRUP,ADD HAZELNUT SMALL,703,21638.14
Stories Ain El Mreisseh,COLD BAR SECTION,ADD SYRUP,ADD CARAMEL MEDIUM,6339,202688.3
Stories Ain El Mreisseh,COLD BAR SECTION,ADD SYRUP,ADD VANILLA MEDIUM,4797,152332.14
Stories Ain El Mreisseh,COLD BAR SECTION,ADD SYRUP,ADD HAZELNUT MEDIUM,1208,38651.38
Stories Ain El Mreisseh,COLD BAR SECTION,ADD SYRUP,ADD SHOT,16994.5,579668.31
Stories Ain El Mreisseh,COLD BAR SECTION,ADD SYRUP,ADD WHIPPED CREAM,808,26074.48
Stories Ain El Mreisseh,COLD BAR SECTION,ADD SYRUP,ADD MOCHA SMALL,155,4755.26
Stories Ain El Mreisseh,COLD BAR SECTION,ADD SYRUP,ADD WHITE MOCHA SMALL,4080,82338.74
Stories Ain El Mreisseh,COLD BAR SECTION,ADD SYRUP,ADD CARAMEL DRIZZLE,2771,90815.32
Stories Ain El Mreisseh,COLD BAR SECTION,ADD SYRUP,ADD CHOCOLATE DRIZZLE,880,28751.65
Stories Ain El Mreisseh,COLD BAR SECTION,ADD SYRUP,ADD CARAMEL LARGE,669,21361.86
Stories Ain El Mreisseh,COLD BAR SECTION,ADD SYRUP,ADD VANILLA LARGE,1602,50575.68
Stories Ain El Mreisseh,COLD BAR SECTION,ADD SYRUP,ADD HAZELNUT LARGE,155,4948.65
Stories Ain El Mreisseh,COLD BAR SECTION,ADD SYRUP,ADD CARAMEL SF MEDIUM,2942,92930.04
Stories Ain El Mreisseh,COLD BAR SECTION,ADD SYRUP,ADD CARAMEL SF LARGE,469,14609.31
Stories Ain El Mreisseh,COLD BAR SECTION,ADD SYRUP,ADD VANILLA SF SMALL,2440,75504.21
Stories Ain El Mreisseh,COLD BAR SECTION,ADD SYRUP,ADD VANILLA SF MEDIUM,4562,143778.69
Stories Ain El Mreisseh,COLD BAR SECTION,ADD SYRUP,ADD VANILLA SF LARGE,861,26846.85
Stories Ain El Mreisseh,COLD BAR SECTION,ADD SYRUP,ADD CARAMEL SF SMALL,1377,43160.66
Stories Ain El Mreisseh,COLD BAR SECTION,ADD SYRUP,ADD YIRGACHEFFE SHOT,1240,41487.99
Stories Ain El Mreisseh,COLD BAR SECTION,ADD SYRUP,REPLACE 1 SHOT YIRGACHEFFE,4463,294963.36
Stories Ain El Mreisseh,COLD BAR SECTION,ADD SYRUP,REPLACE 2 SHOT YIRGACHEFFE,944,59966.97
Stories Ain El Mreisseh,COLD BAR SECTION,ADD SYRUP,REPLACE 3 SHOT YIRGACHEFFE,244,15328.53
Stories Ain El Mreisseh,COLD BAR SECTION,ADD SYRUP,NO WHIPPED CREAM,228,0
Stories Ain El Mreisseh,COLD BAR SECTION,ADD SYRUP,ADD WHITE MOCHA MEDIUM,4402,141646.25
Stories Ain El Mreisseh,COLD BAR SECTION,ADD SYRUP,ADD WHITE MOCHA LARGE,489,15441.14
Stories Ain El Mreisseh,COLD BAR SECTION,ADD SYRUP,1 SHOT DECAFE,2439,0
Stories Ain El Mreisseh,COLD BAR SECTION,ADD SYRUP,2 SHOT DECAFE,3771,0
Stories Ain El Mreisseh,COLD BAR SECTION,ADD SYRUP,3 SHOT DECAFE,818,0
Stories Ain El Mreisseh,COLD BAR SECTION,ADD SYRUP,ADD MOCHA LARGE,55,1744.14
Stories Ain El Mreisseh,COLD BAR SECTION,ADD SYRUP,ADD MOCHA MEDIUM,305,9885.89
Stories Ain El Mreisseh,COLD BAR SECTION,ADD SYRUP,STRAWBERRY DRIZZLE TOPPING,787,25546.25
Stories Ain El Mreisseh,COLD BAR SECTION,ADD SYRUP,ADD TOFFEE NUT SMALL,23,713.81
Stories Ain El Mreisseh,COLD BAR SECTION,ADD SYRUP,ADD TOFFEE NUT MEDIUM,34,1087.09
Stories Ain El Mreisseh,COLD BAR SECTION,ADD SYRUP,ADD BANANA SAUCE SMALL,91,3000.3
Stories Ain El Mreisseh,COLD BAR SECTION,ADD SYRUP,ADD BANANA SAUCE MEDIUM,154,5054.05
Stories Ain El Mreisseh,COLD BAR SECTION,ADD SYRUP,ADD BANANA SAUCE LARGE,8,533.33
Stories Ain El Mreisseh,COLD BAR SECTION,ADD SYRUP,ADD RASPBERRY SAUCE SMALL,84,2800
Stories Ain El Mreisseh,COLD BAR SECTION,ADD SYRUP,ADD RASPBERRY SAUCE MEDIUM,168,5600
Stories Ain El Mreisseh,COLD BAR SECTION,ADD SYRUP,ADD RASPBERRY SAUCE LARGE,6,400
Stories Ain El Mreisseh,COLD BAR SECTION,ADD SYRUP,ADD MATCHA SMALL,2,90.09
Stories Ain El Mreisseh,COLD BAR SECTION,ADD SYRUP,ADD MATCHA MEDIUM,19,1027.03
Stories Ain El Mreisseh,COLD BAR SECTION,ADD SYRUP,ADD MATCHA LARGE,4,240.24
Stories Ain El Mreisseh,COLD BAR SECTION,REPLACE,REPLACE ALMOND SMALL,1453,134372.61
Stories Ain El Mreisseh,COLD BAR SECTION,REPLACE,REPLACE ALMOND MEDIUM,2344,276102.58
Stories Ain El Mreisseh,COLD BAR SECTION,REPLACE,REPLACE COCONUT SMALL,1268,114202.34
Stories Ain El Mreisseh,COLD BAR SECTION,REPLACE,REPLACE COCONUT MEDIUM,2403,226097.36
Stories Ain El Mreisseh,COLD BAR SECTION,REPLACE,REPLACE SKIMMED MILK SMALL,4832,0
Stories Ain El Mreisseh,COLD BAR SECTION,REPLACE,REPLACE SKIMMED MILK MEDIUM,7477,0
Stories Ain El Mreisseh,COLD BAR SECTION,REPLACE,REPLACE LACTOSE FREE SMALL,2826,0
Stories Ain El Mreisseh,COLD BAR SECTION,REPLACE,REPLACE LACTOSE FREE MEDIUM,4855,0
Stories Ain El Mreisseh,COLD BAR SECTION,REPLACE,REPLACE SUGAR FREE OAT MEDIUM,685,86338.74
Stories Ain El Mreisseh,COLD BAR SECTION,REPLACE,REPLACE SUGAR FREE OAT SMALL,511,48860.36
Stories Ain El Mreisseh,COLD BAR SECTION,REPLACE,REPLACE SUGAR FREE SOYA SMALL,142,13664.87
Stories Ain El Mreisseh,COLD BAR SECTION,REPLACE,REPLACE SUGAR FREE SOYA MEDIUM,195,24744.74
Stories Ain El Mreisseh,COLD BAR SECTION,REPLACE,REPLACE SUGAR FREE ALMOND SMALL,237,22381.98
Stories Ain El Mreisseh,COLD BAR SECTION,REPLACE,REPLACE SUGAR FREE ALMOND MEDIUM,464,59210.81
Stories Ain El Mreisseh,COLD BAR SECTION,REPLACE,REPLACE ALMOND LARGE,369,52682.88
Stories Ain El Mreisseh,COLD BAR SECTION,REPLACE,REPLACE COCONUT LARGE,466,45756.94
Stories Ain El Mreisseh,COLD BAR SECTION,REPLACE,REPLACE LACTOSE FREE LARGE,636,0
Stories Ain El Mreisseh,COLD BAR SECTION,REPLACE,REPLACE SKIMMED MILK LARGE,1212,0
Stories Ain El Mreisseh,COLD BAR SECTION,REPLACE,REPLACE SUGAR FREE ALMOND LARGE,54,8521.02
Stories Ain El Mreisseh,COLD BAR SECTION,REPLACE,REPLACE SUGAR FREE OAT LARGE,91,14390.39
Stories Ain El Mreisseh,COLD BAR SECTION,REPLACE,REPLACE SUGAR FREE SOYA LARGE,48,7653.15
Stories Ain El Mreisseh,COLD BAR SECTION,REPLACE,ADD FULL FAT MILK,150,0
Stories Ain El Mreisseh,COLD BAR SECTION,REPLACE,ADD SKIMMED MILK,48,0
Stories Ain El Mreisseh,GRAB&GO BEVERAGES,SOFT DRINKS,WATER,71906,2695662.4
Stories Ain El Mreisseh,GRAB&GO BEVERAGES,SOFT DRINKS,ORANGE JUICE,2538,424966.97
Stories Ain El Mreisseh,GRAB&GO BEVERAGES,SOFT DRINKS,LEMON JUICE,871,145855.86
Stories Ain El Mreisseh,GRAB&GO BEVERAGES,SOFT DRINKS,MAWARDI JUICE,632,105798.8
Stories Ain El Mreisseh,GRAB&GO BEVERAGES,SOFT DRINKS,APPLE JUICE,671,112336.34
Stories Ain El Mreisseh,GRAB&GO BEVERAGES,SOFT DRINKS,POMEGRANATE JUICE,813,136088.59
Stories Ain El Mreisseh,GRAB&GO BEVERAGES,SOFT DRINKS,SAN BENEDETTO CLEMENTINE 330ML/24,1021,170894.89
Stories Ain El Mreisseh,GRAB&GO BEVERAGES,SOFT DRINKS,SAN BENEDETTO GLASS 250ML/24,594,80578.98
Stories Ain El Mreisseh,GRAB&GO BEVERAGES,SOFT DRINKS,SAN BENEDETTO LEMON 330ML/24,972,162771.77
Stories Ain El Mreisseh,GRAB&GO BEVERAGES,SOFT DRINKS,RIM SPARKLING WATER-250 ML,2320,149499.46
Stories Ain El Mreisseh,COFFEE PASTRY,COFFEE PASTRY,DOUBLE CHOCOLATE MUFFIN,1830,364405.41
Stories Ain El Mreisseh,COFFEE PASTRY,COFFEE PASTRY,ORANGE CAKE,1454,416132.43
Stories Ain El Mreisseh,COFFEE PASTRY,COFFEE PASTRY,RED VELVET CAKE,1109,332907.51
Stories Ain El Mreisseh,COFFEE PASTRY,COFFEE PASTRY,BROWNIES CAKE,1909,298710.21
Stories Ain El Mreisseh,COFFEE PASTRY,COFFEE PASTRY,LAZY CAKE,2603,811351.65
Stories Ain El Mreisseh,COFFEE PASTRY,COFFEE PASTRY,BLUEBERRY CHEESE CAKE,1283,458762.76
Stories Ain El Mreisseh,COFFEE PASTRY,COFFEE PASTRY,FRAMBOISE CHEESE CAKE,812,288867.87
Stories Ain El Mreisseh,COFFEE PASTRY,COFFEE PASTRY,LOTUS CHEESE CAKE,964,345753.76
Stories Ain El Mreisseh,COFFEE PASTRY,COFFEE PASTRY,CHOCOLATE MUFFIN,92,17329.73
Stories Ain El Mreisseh,COFFEE PASTRY,COFFEE PASTRY,CARROT CAKE,816,231183.79
Stories Ain El Mreisseh,COFFEE PASTRY,COFFEE PASTRY,VANILLA MUFFIN,0,0
Stories Ain El Mreisseh,COFFEE PASTRY,COFFEE PASTRY,BLUEBERRY MUFFIN,1119,222763.96
Stories Ain El Mreisseh,COFFEE PASTRY,COFFEE PASTRY,APRICOT SABLE,802,190082.58
Stories Ain El Mreisseh,COFFEE PASTRY,COFFEE PASTRY,CHOCOLATE SABLE,1327,314495.8
Stories Ain El Mreisseh,COFFEE PASTRY,COFFEE PASTRY,RED VELVET MUFFIN_,117,23250.45
Stories Ain El Mreisseh,CROISSANT,CROISSANT,CHEESE CROISSANT,3525,721224.03
Stories Ain El Mreisseh,CROISSANT,CROISSANT,THYME CROISSANT,1582,301772.97
Stories Ain El Mreisseh,CROISSANT,CROISSANT,PLAIN CROISSANT,605,112259.46
Stories Ain El Mreisseh,CROISSANT,CROISSANT,CHOCOLATE CROISSANT,2052,420048.65
Stories Ain El Mreisseh,CROISSANT,CROISSANT,OLIVE CROISSANT,35,7020.42
Stories Ain El Mreisseh,CROISSANT,CROISSANT,ALMOND CROISSANT,170,34000
Stories Ain El Mreisseh,COOKIES,COOKIES,NY STYLE COOKIE - CHOCOLATE CHIP WALNUT,2220,703828.83
Stories Ain El Mreisseh,COOKIES,COOKIES,NY STYLE COOKIE - DOUBLE CHOCOLATE,682,209957.96
Stories Ain El Mreisseh,COOKIES,COOKIES,GINGERBREAD COOKIES,8,2402.4
Stories Ain El Mreisseh,FRENCH PASTRY,FRENCH PASTRY,FONDANT AU CHOCOLAT,1206,416864.86
Stories Ain El Mreisseh,FRENCH PASTRY,FRENCH PASTRY,ECLAIR ORIGINAL,1493,373963.97
Stories Ain El Mreisseh,FRENCH PASTRY,FRENCH PASTRY,ECLAIR CHOCOLAT,1502,376248.65
Stories Ain El Mreisseh,FRENCH PASTRY,FRENCH PASTRY,TARTE AU CHOCOLAT,173,40403.6
Stories Ain El Mreisseh,FRENCH PASTRY,FRENCH PASTRY,CHRISTMAS ORIGINAL ECLAIR,1009,248383.78
Stories Ain El Mreisseh,FRENCH PASTRY,FRENCH PASTRY,ECLAIR CARAMEL,965,238205.41
Stories Ain El Mreisseh,FRENCH PASTRY,FRENCH PASTRY,MACARONS,8,2133.33
Stories Ain El Mreisseh,FRENCH PASTRY,FRENCH PASTRY,CHOCOLATE SALTED CAKE,573,182940.24
Stories Ain El Mreisseh,FRENCH PASTRY,FRENCH PASTRY,ECLAIR COFFEE,109,29459.46
Stories Ain El Mreisseh,FRENCH PASTRY,FRENCH PASTRY,CHRISTMAS PISTACHIO ECLAIR,35,12612.61
Stories Ain El Mreisseh,FROZEN YOGHURT,COMBO TOPPINGS,GUMMY BEARS COMBO,8386,0
Stories Ain El Mreisseh,FROZEN YOGHURT,COMBO TOPPINGS,GRANOLLA COMBO,7930,0
Stories Ain El Mreisseh,FROZEN YOGHURT,COMBO TOPPINGS,WAFER ROLL COMBO,7297,0
Stories Ain El Mreisseh,FROZEN YOGHURT,COMBO TOPPINGS,MARSHMALLOW COMBO,9820,0
Stories Ain El Mreisseh,FROZEN YOGHURT,COMBO TOPPINGS,BROWNIES COMBO,9574,0
Stories Ain El Mreisseh,FROZEN YOGHURT,COMBO TOPPINGS,LOTUS BISCUIT COMBO,8616,0
Stories Ain El Mreisseh,FROZEN YOGHURT,COMBO TOPPINGS,CHOCOLATE CHIPS COMBO,10352,0
Stories Ain El Mreisseh,FROZEN YOGHURT,COMBO TOPPINGS,OREO COMBO,9367,0
Stories Ain El Mreisseh,FROZEN YOGHURT,COMBO TOPPINGS,SPRINKLES COMBO,4552,0
Stories Ain El Mreisseh,FROZEN YOGHURT,COMBO TOPPINGS,MIXED NUTS COMBO,4858,0
Stories Ain El Mreisseh,FROZEN YOGHURT,COMBO TOPPINGS,OATS COMBO,733,0
Stories Ain El Mreisseh,FROZEN YOGHURT,COMBO TOPPINGS,STRAWBERRY COMBO,38189,0
Stories Ain El Mreisseh,FROZEN YOGHURT,COMBO TOPPINGS,PINEAPPLE COMBO,16463,0
Stories Ain El Mreisseh,FROZEN YOGHURT,COMBO TOPPINGS,MANGO COMBO,27564,0
Stories Ain El Mreisseh,FROZEN YOGHURT,COMBO TOPPINGS,HONEY COMBO,943,0
Stories Ain El Mreisseh,FROZEN YOGHURT,COMBO TOPPINGS,BLUEBERRIES COMBO,29216,0
Stories Ain El Mreisseh,FROZEN YOGHURT,TOPPINGS,GRANOLLA,132,8469.67
Stories Ain El Mreisseh,FROZEN YOGHURT,TOPPINGS,WAFER ROLL,74,4728.53
Stories Ain El Mreisseh,FROZEN YOGHURT,TOPPINGS,MARSHMALLOW,915,56705.71
Stories Ain El Mreisseh,FROZEN YOGHURT,TOPPINGS,BROWNIES,95,5950.15
Stories Ain El Mreisseh,FROZEN YOGHURT,TOPPINGS,LOTUS BISCUITS,565,36008.41
Stories Ain El Mreisseh,FROZEN YOGHURT,TOPPINGS,OREO,632,39821.02
Stories Ain El Mreisseh,FROZEN YOGHURT,TOPPINGS,SPRINKLES,110,6983.18
Stories Ain El Mreisseh,FROZEN YOGHURT,TOPPINGS,OATS,9,573.57
Stories Ain El Mreisseh,FROZEN YOGHURT,TOPPINGS,CHOCOLATE CHIPS,1494,102935.14
Stories Ain El Mreisseh,FROZEN YOGHURT,TOPPINGS,MIXED NUTS,143,9189.79
Stories Ain El Mreisseh,FROZEN YOGHURT,TOPPINGS,GUMMY BEARS,147,9489.49
Stories Ain El Mreisseh,FROZEN YOGHURT,TOPPINGS,STRAWBERRY,900,62308.11
Stories Ain El Mreisseh,FROZEN YOGHURT,TOPPINGS,PINEAPPLE,402,25721.32
Stories Ain El Mreisseh,FROZEN YOGHURT,TOPPINGS,MANGO,471,32508.11
Stories Ain El Mreisseh,FROZEN YOGHURT,TOPPINGS,HONEY,805,55699.1
Stories Ain El Mreisseh,FROZEN YOGHURT,TOPPINGS,BLUEBERRIES,908,62754.96
Stories Ain El Mreisseh,FROZEN YOGHURT,LUXURY TOPPINGS,PISTACHIO CRUNCH,3552,358208.11
Stories Ain El Mreisseh,FROZEN YOGHURT,LUXURY TOPPINGS,CHOCOLATE QUELLA CRUNCH,627,63059.46
Stories Ain El Mreisseh,FROZEN YOGHURT,LUXURY TOPPINGS,CHOCOLATE CRUNCH,3111,313981.98
Stories Ain El Mreisseh,FROZEN YOGHURT,LUXURY TOPPINGS,VARIEGATO WAFER,232,23200
Stories Ain El Mreisseh,FROZEN YOGHURT,LUXURY TOPPINGS,CHOCOLATE QUELLA,3025,304404.5
Stories Ain El Mreisseh,FROZEN YOGHURT,LUXURY TOPPINGS,QUELLA PISTACCIO,24,2414.71
Stories Ain El Mreisseh,FROZEN YOGHURT,LUXURY TOPPINGS,CRUMBOLE RED BERRIES,75,7504.2
Stories Ain El Mreisseh,FROZEN YOGHURT,LUXURY TOPPINGS,CRUMBOLE PISTACHIO,59,5902.1
Stories Ain El Mreisseh,FROZEN YOGHURT,LUXURY TOPPINGS,ARABESCHI COCCO SNAK,48,4800
Stories Ain El Mreisseh,FROZEN YOGHURT,LUXURY TOPPINGS,CRUMBLE LEMON,2,202.1
Stories Ain El Mreisseh,FROZEN YOGHURT,LUXURY TOPPINGS,NUTELLA,409,36846.85
Stories Ain El Mreisseh,FROZEN YOGHURT,FROZEN YOGHURT,ORIGINAL YOGHURT SMALL,280.8,83105.26
Stories Ain El Mreisseh,FROZEN YOGHURT,FROZEN YOGHURT,ORIGINAL YOGHURT MEDIUM,53.5,17715.92
Stories Ain El Mreisseh,FROZEN YOGHURT,FROZEN YOGHURT,ORIGINAL YOGHURT X-LARGE,9.5,4343.24
Stories Ain El Mreisseh,FROZEN YOGHURT,FROZEN YOGHURT,ORIGINAL YOGHURT COMBO SMALL,9939.95,3344346.04
Stories Ain El Mreisseh,FROZEN YOGHURT,FROZEN YOGHURT,ORIGINAL YOGHURT COMBO MEDIUM,2845.7,1116143.52
Stories Ain El Mreisseh,FROZEN YOGHURT,FROZEN YOGHURT,ORIGINAL YOGHURT COMBO X-LARGE,290.9,150732.73
Stories Ain El Mreisseh,FROZEN YOGHURT,FROZEN YOGHURT,CHOCOLATE YOGHURT SMALL,170.8,50758.33
Stories Ain El Mreisseh,FROZEN YOGHURT,FROZEN YOGHURT,CHOCOLATE YOGHURT MEDIUM,55,18113.21
Stories Ain El Mreisseh,FROZEN YOGHURT,FROZEN YOGHURT,CHOCOLATE YOGHURT X-LARGE,21.5,9773.87
Stories Ain El Mreisseh,FROZEN YOGHURT,FROZEN YOGHURT,CHOCOLATE YOGHURT COMBO SMALL,5579.6,1867615.62
Stories Ain El Mreisseh,FROZEN YOGHURT,FROZEN YOGHURT,CHOCOLATE YOGHURT COMBO MEDIUM,1566.7,612597.09
Stories Ain El Mreisseh,FROZEN YOGHURT,FROZEN YOGHURT,CHOCOLATE YOGHURT COMBO X-LARGE,129.25,66760.89
Stories Ain El Mreisseh,FROZEN YOGHURT,FROZEN YOGHURT,OREO CREAM YOGHURT SMALL,4,1083.33
Stories Ain El Mreisseh,FROZEN YOGHURT,FROZEN YOGHURT,OREO CREAM YOGHURT COMBO SMALL,91,27462.16
Stories Ain El Mreisseh,FROZEN YOGHURT,FROZEN YOGHURT,OREO CREAM YOGHURT COMBO MEDIUM,23.5,8650
Stories Ain El Mreisseh,FROZEN YOGHURT,FROZEN YOGHURT,OREO CREAM YOGHURT COMBO X-LARGE,1.5,750
Stories Ain El Mreisseh,FROZEN YOGHURT,FROZEN YOGHURT,MANGO YOGHURT SMALL,245,72325.53
Stories Ain El Mreisseh,FROZEN YOGHURT,FROZEN YOGHURT,MANGO YOGHURT COMBO SMALL,11000.85,3681352.83
Stories Ain El Mreisseh,FROZEN YOGHURT,FROZEN YOGHURT,MANGO YOGHURT MEDIUM,60,19740.24
Stories Ain El Mreisseh,FROZEN YOGHURT,FROZEN YOGHURT,MANGO YOGHURT COMBO MEDIUM,3918.35,1537656.19
Stories Ain El Mreisseh,FROZEN YOGHURT,FROZEN YOGHURT,MANGO YOGHURT X-LARGE,13.5,6121.17
Stories Ain El Mreisseh,FROZEN YOGHURT,FROZEN YOGHURT,MANGO YOGHURT COMBO X-LARGE,331.1,172685.74
Stories Ain El Mreisseh,FROZEN YOGHURT,FROZEN YOGHURT,PISTACHIO YOGHURT SMALL,12,4716.67
Stories Ain El Mreisseh,FROZEN YOGHURT,FROZEN YOGHURT,PISTACHIO YOGHURT COMBO SMALL,604.6,250490.9
Stories Ain El Mreisseh,FROZEN YOGHURT,FROZEN YOGHURT,PISTACHIO YOGHURT MEDIUM,5,2183.78
Stories Ain El Mreisseh,FROZEN YOGHURT,FROZEN YOGHURT,PISTACHIO YOGHURT COMBO MEDIUM,202.4,99916.67
Stories Ain El Mreisseh,FROZEN YOGHURT,FROZEN YOGHURT,PISTACHIO YOGHURT COMBO X-LARGE,18,11316.67
Stories Ain El Mreisseh,FROZEN YOGHURT,FROZEN YOGHURT,LOTUS YOGHURT SMALL,60.5,17905.86
Stories Ain El Mreisseh,FROZEN YOGHURT,FROZEN YOGHURT,LOTUS YOGHURT MEDIUM,13.5,4390.99
Stories Ain El Mreisseh,FROZEN YOGHURT,FROZEN YOGHURT,LOTUS YOGHURT X-LARGE,4.5,2067.57
Stories Ain El Mreisseh,FROZEN YOGHURT,FROZEN YOGHURT,LOTUS YOGHURT COMBO SMALL,2482.7,800905.14
Stories Ain El Mreisseh,FROZEN YOGHURT,FROZEN YOGHURT,LOTUS YOGHURT COMBO MEDIUM,807.4,316383.57
Stories Ain El Mreisseh,FROZEN YOGHURT,FROZEN YOGHURT,LOTUS YOGHURT COMBO X-LARGE,68,35524.32
Stories Ain El Mreisseh,FROZEN YOGHURT,FROZEN YOGHURT,POMEGRANATE YOGHURT SMALL,105,31232.43
Stories Ain El Mreisseh,FROZEN YOGHURT,FROZEN YOGHURT,POMEGRANATE YOGHURT COMBO SMALL,4047.9,1369510.81
Stories Ain El Mreisseh,FROZEN YOGHURT,FROZEN YOGHURT,POMEGRANATE YOGHURT COMBO MEDIUM,1285.5,507027.42
Stories Ain El Mreisseh,FROZEN YOGHURT,FROZEN YOGHURT,POMEGRANATE YOGHURT MEDIUM,21,6909.46
Stories Ain El Mreisseh,FROZEN YOGHURT,FROZEN YOGHURT,POMEGRANATE YOGHURT X-LARGE,4.5,2100
Stories Ain El Mreisseh,FROZEN YOGHURT,FROZEN YOGHURT,POMEGRANATE YOGHURT COMBO X-LARGE,130.75,68428.6
Stories Ain El Mreisseh,FROZEN YOGHURT,FROZEN YOGHURT,TASTING CUP MANGO,480,0
Stories Ain El Mreisseh,FROZEN YOGHURT,FROZEN YOGHURT,TASTING CUP CHOCOLATE,466,0
Stories Ain El Mreisseh,FROZEN YOGHURT,FROZEN YOGHURT,TASTING CUP OREO,38,0
Stories Ain El Mreisseh,FROZEN YOGHURT,FROZEN YOGHURT,TASTING CUP POMEGRANATE,440,0
Stories Ain El Mreisseh,FROZEN YOGHURT,FROZEN YOGHURT,TASTING CUP SPECULOSE LOTUS,282,0
Stories Ain El Mreisseh,FROZEN YOGHURT,FROZEN YOGHURT,TASTING CUP ORIGINAL YOUGHURT,515,0
Stories Ain El Mreisseh,FROZEN YOGHURT,FROZEN YOGHURT,BLUEBERRY YOGHURT SMALL,134,39872.52
Stories Ain El Mreisseh,FROZEN YOGHURT,FROZEN YOGHURT,BLUEBERRY YOGHURT COMBO SMALL,7494.7,2533704.96
Stories Ain El Mreisseh,FROZEN YOGHURT,FROZEN YOGHURT,BLUEBERRY YOGHURT MEDIUM,35.5,11729.43
Stories Ain El Mreisseh,FROZEN YOGHURT,FROZEN YOGHURT,BLUEBERRY YOGHURT COMBO MEDIUM,2584.25,1016559.43
